ell,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10
2103,2.938779448849E-11,3.069082358767E-11,2.455428178091E-11,2.45966596462E-11,2.70696852268E-11,2.739345025654E-11,3.082605330773E-11,2.91575441738E-11,1.994451927863E-11,2.848543527009E-11
2104,2.932392645124E-11,3.063665949413E-11,2.447861800081E-11,2.451106342284E-11,2.696868765998E-11,2.731529048271E-11,3.083950377964E-11,2.909719675024E-11,1.986086205561E-11,2.842791281506E-11
2105,2.925925987541E-11,3.058133517005E-11,2.440241941622E-11,2.44251486012E-11,2.686759746598E-11,2.723644328273E-11,3.085238177242E-11,2.903579828367E-11,1.97777764363E-11,2.836944723323E-11
2106,2.919380311845E-11,3.052486271816E-11,2.432570041607E-11,2.433893174113E-11,2.676643066144E-11,2.715692453963E-11,3.086466634965E-11,2.897336013554E-11,1.969526866819E-11,2.831005028805E-11
2107,2.912756457521E-11,3.046725429586E-11,2.424847544738E-11,2.425242946693E-11,2.66652033234E-11,2.707675020138E-11,3.087633649999E-11,2.89098937182E-11,1.961334501688E-11,2.824973379454E-11
2108,2.9060552678E-11,3.040852211527E-11,2.417075901532E-11,2.416565846746E-11,2.656393158937E-11,2.699593628098E-11,3.088737113706E-11,2.884541049493E-11,1.953201176609E-11,2.818850961937E-11
2109,2.89927758966E-11,3.03486784433E-11,2.409256568325E-11,2.407863549617E-11,2.646263165738E-11,2.691449885653E-11,3.08977490994E-11,2.877992198006E-11,1.945127521769E-11,2.812638968092E-11
2110,2.892424273832E-11,3.02877356017E-11,2.401391007282E-11,2.39913773712E-11,2.636131978605E-11,2.68324540713E-11,3.090744915035E-11,2.8713439739E-11,1.93711416917E-11,2.806338594933E-11
2111,2.885496174808E-11,3.022570596716E-11,2.393480686406E-11,2.39039009755E-11,2.626001229469E-11,2.674981813383E-11,3.091644997796E-11,2.864597538828E-11,1.929161752634E-11,2.799951044657E-11
2112,2.878494150839E-11,3.016260197135E-11,2.385527079538E-11,2.381622325681E-11,2.615872556336E-11,2.666660731801E-11,3.092473019491E-11,2.857754059568E-11,1.921270907804E-11,2.793477524651E-11
2113,2.871419063946E-11,3.009843610099E-11,2.377531666371E-11,2.372836122784E-11,2.605747603292E-11,2.658283796311E-11,3.093226833843E-11,2.850814708022E-11,1.913442272142E-11,2.7869192475E-11
2114,2.864271779921E-11,3.003322089797E-11,2.369495932454E-11,2.364033196626E-11,2.595628020512E-11,2.649852647393E-11,3.093904287023E-11,2.843780661228E-11,1.905676484937E-11,2.780277430988E-11
2115,2.857053168331E-11,2.996696895932E-11,2.361421369199E-11,2.355215261484E-11,2.585515464269E-11,2.641368932083E-11,3.094503217637E-11,2.836653101363E-11,1.897974187304E-11,2.773553298111E-11
2116,2.849764102528E-11,2.989969293738E-11,2.353309473888E-11,2.34638403815E-11,2.575411596937E-11,2.632834303983E-11,3.095021456718E-11,2.82943321575E-11,1.890336022183E-11,2.766748077077E-11
2117,2.842405459646E-11,2.983140553979E-11,2.345161749682E-11,2.337541253939E-11,2.565318087E-11,2.624250423267E-11,3.095456827722E-11,2.822122196865E-11,1.882762634346E-11,2.759863001318E-11
2118,2.834978120612E-11,2.976211952961E-11,2.336979705623E-11,2.328688642696E-11,2.55523660906E-11,2.615618956692E-11,3.095807146513E-11,2.814721242344E-11,1.875254670397E-11,2.752899309494E-11
2119,2.827482970147E-11,2.969184772536E-11,2.328764856648E-11,2.319827944804E-11,2.545168843844E-11,2.6069415776E-11,3.09607022136E-11,2.807231554987E-11,1.867812778773E-11,2.745858245497E-11
2120,2.819920896773E-11,2.96206030011E-11,2.32051872359E-11,2.310960907195E-11,2.535116478208E-11,2.598219965934E-11,3.096243852923E-11,2.799654342766E-11,1.860437609745E-11,2.738741058462E-11
2121,2.812292792815E-11,2.954839828649E-11,2.312242833189E-11,2.30208928335E-11,2.52508120515E-11,2.58945580824E-11,3.096325834249E-11,2.791990818832E-11,1.853129815424E-11,2.731549002771E-11
2122,2.804599554409E-11,2.947524656686E-11,2.303938718095E-11,2.293214833316E-11,2.51506472381E-11,2.580650797676E-11,3.09631395076E-11,2.784242201518E-11,1.84589004976E-11,2.724283338057E-11
2123,2.796842081502E-11,2.940116088329E-11,2.295607916881E-11,2.284339323706E-11,2.505068739485E-11,2.57180663402E-11,3.096205980246E-11,2.77640971435E-11,1.838718968541E-11,2.716945329215E-11
2124,2.789021277861E-11,2.932615433267E-11,2.287251974042E-11,2.275464527712E-11,2.495094963629E-11,2.56292502368E-11,3.095999692854E-11,2.76849458605E-11,1.831617229402E-11,2.709536246405E-11
2125,2.781138051077E-11,2.925024006775E-11,2.27887244001E-11,2.266592225108E-11,2.485145113864E-11,2.554007679698E-11,3.095692851084E-11,2.760498050543E-11,1.824585491821E-11,2.702057365062E-11
2126,2.773193403768E-11,2.917343129724E-11,2.270470849823E-11,2.25772411569E-11,2.475220913985E-11,2.545056321762E-11,3.095283516697E-11,2.752421346964E-11,1.817624417123E-11,2.694509965897E-11
2127,2.765188707871E-11,2.909574128587E-11,2.262048658976E-11,2.248861558912E-11,2.465324093971E-11,2.53607267621E-11,3.094770973782E-11,2.744265719664E-11,1.810734668483E-11,2.686895334907E-11
2128,2.757125432249E-11,2.901718335442E-11,2.253607307141E-11,2.240005832467E-11,2.455456389988E-11,2.52705847604E-11,3.094154812033E-11,2.736032418216E-11,1.803916910925E-11,2.679214763381E-11
2129,2.74900505167E-11,2.893777087986E-11,2.245148239472E-11,2.231158218711E-11,2.445619544396E-11,2.518015460919E-11,3.093434620397E-11,2.727722697421E-11,1.797171811328E-11,2.671469547907E-11
2130,2.740829046813E-11,2.885751729535E-11,2.236672906608E-11,2.222320004657E-11,2.43581530576E-11,2.508945377188E-11,3.092609987078E-11,2.719337817317E-11,1.790500038423E-11,2.663660990376E-11
2131,2.732598904274E-11,2.877643609033E-11,2.228182764679E-11,2.213492481991E-11,2.426045428855E-11,2.499849977871E-11,3.091680499535E-11,2.710879138944E-11,1.783902262799E-11,2.65579039799E-11
2132,2.724316116575E-11,2.869454081062E-11,2.219679275313E-11,2.204676947069E-11,2.41631167467E-11,2.490731022685E-11,3.09064574448E-11,2.702348412358E-11,1.777379156903E-11,2.64785908327E-11
2133,2.715982182171E-11,2.861184505845E-11,2.211163905644E-11,2.195874700928E-11,2.406615810422E-11,2.481590278044E-11,3.08950530788E-11,2.693747490611E-11,1.770931395041E-11,2.639868364057E-11
2134,2.707598605456E-11,2.852836249253E-11,2.202638128316E-11,2.187087049289E-11,2.396959609556E-11,2.472429517069E-11,3.088258774956E-11,2.685078234175E-11,1.764559653385E-11,2.631819563525E-11
2135,2.699166896769E-11,2.844410682814E-11,2.19410342149E-11,2.178315302562E-11,2.387344851757E-11,2.463250519598E-11,3.08690573018E-11,2.676342510952E-11,1.758264609966E-11,2.623714010184E-11
2136,2.690688572405E-11,2.835909183718E-11,2.185561268854E-11,2.169560775854E-11,2.377773322956E-11,2.454055072189E-11,3.085445757278E-11,2.667542196283E-11,1.752046944684E-11,2.615553037885E-11
2137,2.682165154617E-11,2.827333134825E-11,2.177013159624E-11,2.160824788971E-11,2.368246815333E-11,2.444844968132E-11,3.083878439225E-11,2.658679172954E-11,1.745907339307E-11,2.607337985829E-11
2138,2.673598171628E-11,2.81868392467E-11,2.168460588552E-11,2.152108666426E-11,2.358767127333E-11,2.435622007455E-11,3.08220335825E-11,2.649755331211E-11,1.739846477472E-11,2.599070198573E-11
2139,2.664989157634E-11,2.809962947473E-11,2.159905055937E-11,2.143413737441E-11,2.349336063663E-11,2.426387996931E-11,3.080420095831E-11,2.640772568761E-11,1.733865044687E-11,2.590751026035E-11
2140,2.656339652813E-11,2.801171603141E-11,2.151348067624E-11,2.134741335957E-11,2.339955435307E-11,2.417144750089E-11,3.078528232695E-11,2.631732790788E-11,1.727963728335E-11,2.582381823502E-11
2141,2.647651203332E-11,2.792311297281E-11,2.142791135017E-11,2.126092800637E-11,2.330627059528E-11,2.40789408722E-11,3.07652734882E-11,2.622637909958E-11,1.722143217674E-11,2.573963951634E-11
2142,2.638925361354E-11,2.783383441202E-11,2.134235775081E-11,2.117469474871E-11,2.321352759879E-11,2.398637835382E-11,3.074417023431E-11,2.613489846427E-11,1.716404203839E-11,2.565498776474E-11
2143,2.630163685046E-11,2.774389527685E-11,2.12568351035E-11,2.108872706781E-11,2.312134174819E-11,2.389377757966E-11,3.072196835003E-11,2.604290527854E-11,1.710747190214E-11,2.556987706331E-11
2144,2.621367738583E-11,2.765331358853E-11,2.117135868935E-11,2.100303849229E-11,2.30297218213E-11,2.38011534283E-11,3.069866361258E-11,2.595041889406E-11,1.705171922131E-11,2.548432302702E-11
2145,2.612539092158E-11,2.756210819871E-11,2.108594384528E-11,2.09176425982E-11,2.293867470582E-11,2.370852012729E-11,3.067425179164E-11,2.585745873768E-11,1.699677953277E-11,2.539834170124E-11
2146,2.603679321988E-11,2.747029803334E-11,2.10006059641E-11,2.083255300908E-11,2.284820730968E-11,2.361589195641E-11,3.064872864937E-11,2.576404431152E-11,1.69426483497E-11,2.531194919365E-11
2147,2.594790010321E-11,2.737790209277E-11,2.091536049457E-11,2.074778339601E-11,2.275832656107E-11,2.352328324769E-11,3.062208994037E-11,2.567019519307E-11,1.688932116157E-11,2.522516167437E-11
2148,2.585872745444E-11,2.728493945184E-11,2.083022294144E-11,2.066334747767E-11,2.266903940845E-11,2.343070838551E-11,3.059433141171E-11,2.557593103526E-11,1.683679343408E-11,2.513799537598E-11
2149,2.576929121688E-11,2.719142925994E-11,2.074520886557E-11,2.05792590204E-11,2.258035282056E-11,2.33381818066E-11,3.056544880291E-11,2.548127156656E-11,1.678506060916E-11,2.505046659364E-11
2150,2.567960739439E-11,2.709739074113E-11,2.066033388395E-11,2.049553183824E-11,2.249227378648E-11,2.324571800018E-11,3.053543784592E-11,2.538623659105E-11,1.673411810491E-11,2.496259168512E-11
2151,2.558969205138E-11,2.700284319421E-11,2.057561366977E-11,2.041217979299E-11,2.240480931559E-11,2.315333150797E-11,3.050429426513E-11,2.529084598855E-11,1.668396131559E-11,2.487438707091E-11
2152,2.549956131297E-11,2.690780599281E-11,2.049106395249E-11,2.032921679427E-11,2.231796643765E-11,2.306103692423E-11,3.047201377735E-11,2.519511971466E-11,1.663458561159E-11,2.478586923428E-11
2153,2.540923136499E-11,2.681229858549E-11,2.040670051791E-11,2.024665679956E-11,2.223175220278E-11,2.296884889588E-11,3.043859209185E-11,2.509907780088E-11,1.658598633939E-11,2.469705472135E-11
2154,2.531871845408E-11,2.67163404958E-11,2.032253920824E-11,2.016451381426E-11,2.214617368152E-11,2.287678212252E-11,3.040402491028E-11,2.500274035468E-11,1.653815882153E-11,2.460796014116E-11
2155,2.522803888776E-11,2.66199513224E-11,2.023859592213E-11,2.008280189176E-11,2.206123796481E-11,2.278485135651E-11,3.036830792672E-11,2.490612755961E-11,1.649109835658E-11,2.451860216574E-11
2156,2.51372090345E-11,2.652315073913E-11,2.015488661478E-11,2.000153513347E-11,2.197695216405E-11,2.269307140301E-11,3.033143682766E-11,2.480925967537E-11,1.644480021912E-11,2.442899753022E-11
2157,2.504624532377E-11,2.64259584951E-11,2.007142729798E-11,1.992072768888E-11,2.189332341107E-11,2.260145712004E-11,3.029340729199E-11,2.47121570379E-11,1.63992596597E-11,2.433916303286E-11
2158,2.495516424617E-11,2.632839441478E-11,1.998823404015E-11,1.984039375562E-11,2.181035885822E-11,2.251002341858E-11,3.0254214991E-11,2.461484005949E-11,1.635447190479E-11,2.424911553513E-11
2159,2.486398235341E-11,2.623047839809E-11,1.990532296648E-11,1.976054757952E-11,2.172806567833E-11,2.241878526257E-11,3.021385558837E-11,2.451732922883E-11,1.631043215681E-11,2.41588719618E-11
2160,2.477271625845E-11,2.613223042048E-11,1.982271025889E-11,1.968120345465E-11,2.164645106476E-11,2.232775766903E-11,3.017232474015E-11,2.441964511114E-11,1.626713559404E-11,2.406844930101E-11
2161,2.468138263557E-11,2.603367053303E-11,1.974041215621E-11,1.960237572338E-11,2.156552223143E-11,2.223695570808E-11,3.012961809478E-11,2.432180834822E-11,1.622457737059E-11,2.397786460434E-11
2162,2.458999822039E-11,2.593481886253E-11,1.965844495412E-11,1.952407877642E-11,2.148528641281E-11,2.214639450299E-11,3.00857312931E-11,2.422383965858E-11,1.618275261641E-11,2.388713498688E-11
2163,2.449857980998E-11,2.583569561157E-11,1.957682500534E-11,1.944632705291E-11,2.140575086397E-11,2.205608923031E-11,3.004065996827E-11,2.412575983747E-11,1.614165643725E-11,2.379627762729E-11
2164,2.440714426295E-11,2.573632105861E-11,1.949556871959E-11,1.936913504043E-11,2.13269228606E-11,2.196605511984E-11,2.999439974585E-11,2.402758975706E-11,1.61012839146E-11,2.370530976791E-11
2165,2.431570778257E-11,2.563671555811E-11,1.941469109745E-11,1.929251551183E-11,2.124880969899E-11,2.187630745475E-11,2.994694878719E-11,2.392935036641E-11,1.606163010567E-11,2.361424871482E-11
2166,2.422428376098E-11,2.553689954058E-11,1.933420132068E-11,1.921647422246E-11,2.117141869612E-11,2.178686157162E-11,2.98983154386E-11,2.383106269168E-11,1.602269004339E-11,2.352311183787E-11
2167,2.413288492059E-11,2.543689351268E-11,1.925410713221E-11,1.914101517716E-11,2.109475718961E-11,2.169773286051E-11,2.984851063391E-11,2.373274783611E-11,1.598445873634E-11,2.343191657083E-11
2168,2.404152402966E-11,2.53367180573E-11,1.91744162997E-11,1.90661423903E-11,2.101883253781E-11,2.160893676501E-11,2.979754535577E-11,2.36344269802E-11,1.594693116875E-11,2.334068041139E-11
2169,2.39502139024E-11,2.523639383369E-11,1.909513661558E-11,1.899185988579E-11,2.094365211976E-11,2.152048878231E-11,2.97454306357E-11,2.353612138173E-11,1.591010230044E-11,2.324942092129E-11
2170,2.3858967399E-11,2.513594157747E-11,1.901627589707E-11,1.891817169707E-11,2.086922333526E-11,2.143240446323E-11,2.969217755419E-11,2.343785237589E-11,1.587396706681E-11,2.315815572636E-11
2171,2.376779742568E-11,2.503538210079E-11,1.893784198621E-11,1.884508186711E-11,2.079555360484E-11,2.134469941233E-11,2.963779724069E-11,2.333964032489E-11,1.583852037881E-11,2.306690251659E-11
2172,2.367671693472E-11,2.493473629239E-11,1.885984274989E-11,1.877259444847E-11,2.072265036983E-11,2.125738928794E-11,2.958230087374E-11,2.324150145889E-11,1.580375712291E-11,2.297567904625E-11
2173,2.358573892458E-11,2.483402511766E-11,1.878228607986E-11,1.870071350325E-11,2.065052109237E-11,2.117048980222E-11,2.952569968098E-11,2.314345101398E-11,1.576967216104E-11,2.28845031339E-11
2174,2.349487643987E-11,2.473326961881E-11,1.87051798928E-11,1.862944310312E-11,2.057917325541E-11,2.108401672122E-11,2.946800493925E-11,2.304550428072E-11,1.573626033061E-11,2.27933926625E-11
2175,2.340414257145E-11,2.463249091484E-11,1.862853213029E-11,1.855878732934E-11,2.050861436273E-11,2.099798586497E-11,2.940922797461E-11,2.294767660421E-11,1.570351644445E-11,2.270236557948E-11
2176,2.331355045651E-11,2.453171020173E-11,1.855235075888E-11,1.848875027277E-11,2.043885193901E-11,2.091241310749E-11,2.934938016241E-11,2.284998338417E-11,1.567143529075E-11,2.26114398968E-11
2177,2.322311327852E-11,2.443094875249E-11,1.84766437701E-11,1.841933603385E-11,2.036989352979E-11,2.082731437688E-11,2.928847292738E-11,2.275244007501E-11,1.564001163311E-11,2.252063369106E-11
2178,2.313284426741E-11,2.433022791724E-11,1.840141918048E-11,1.835054872265E-11,2.030174670153E-11,2.074270565538E-11,2.922651774364E-11,2.265506218584E-11,1.560924021042E-11,2.242996510352E-11
2179,2.304275669953E-11,2.42295691233E-11,1.832668503158E-11,1.828239245884E-11,2.02344190416E-11,2.065860297944E-11,2.916352613481E-11,2.255786528059E-11,1.55791157369E-11,2.233945234021E-11
2180,2.295286389773E-11,2.412899387528E-11,1.825244939006E-11,1.821487137171E-11,2.016791815835E-11,2.057502243975E-11,2.909950967403E-11,2.246086497804E-11,1.554963290203E-11,2.224911367199E-11
2181,2.286317923142E-11,2.402852375518E-11,1.817872034762E-11,1.814798960021E-11,2.010225168109E-11,2.049198018132E-11,2.903447998403E-11,2.23640769519E-11,1.552078637052E-11,2.215896743463E-11
2182,2.277371611662E-11,2.392817924277E-11,1.81055060211E-11,1.808175129292E-11,2.00374253587E-11,2.040949062858E-11,2.896844873721E-11,2.226751693086E-11,1.549256997866E-11,2.206903083014E-11
2183,2.268448801602E-11,2.382797616781E-11,1.803281455249E-11,1.801616060806E-11,1.997343734153E-11,2.032756114752E-11,2.890142765566E-11,2.217120069864E-11,1.546497431747E-11,2.197931632184E-11
2184,2.259550843899E-11,2.372792923424E-11,1.796065410893E-11,1.795122171353E-11,1.99102838612E-11,2.024619734786E-11,2.883342851126E-11,2.207514409407E-11,1.543798913325E-11,2.188983521524E-11
2185,2.25067909417E-11,2.362805319771E-11,1.788903288278E-11,1.788693878688E-11,1.984796112849E-11,2.016540485478E-11,2.876446312573E-11,2.197936301117E-11,1.541160412971E-11,2.180059885465E-11
2186,2.241834912711E-11,2.352836286566E-11,1.78179590916E-11,1.782331601536E-11,1.978646533331E-11,2.008518930889E-11,2.869454337064E-11,2.188387339916E-11,1.538580896794E-11,2.171161862321E-11
2187,2.233019664506E-11,2.342887309741E-11,1.774744097821E-11,1.77603575959E-11,1.972579264468E-11,2.000555636633E-11,2.862368116756E-11,2.178869126256E-11,1.536059326631E-11,2.162290594294E-11
2188,2.224234719231E-11,2.332959880418E-11,1.76774868107E-11,1.769806773511E-11,1.966593921069E-11,1.992651169869E-11,2.855188848805E-11,2.169383266126E-11,1.533594660048E-11,2.153447227475E-11
2189,2.21548145126E-11,2.323055494916E-11,1.760810488249E-11,1.763645064933E-11,1.960690115852E-11,1.98480609931E-11,2.847917735372E-11,2.159931371054E-11,1.531185850329E-11,2.144632911855E-11
2190,2.206761239667E-11,2.313175654757E-11,1.753930351231E-11,1.75755105646E-11,1.954867459434E-11,1.977020995221E-11,2.840555983633E-11,2.150515058117E-11,1.528831846477E-11,2.135848801322E-11
2191,2.198075468236E-11,2.303321866674E-11,1.747109104423E-11,1.751525171668E-11,1.949125560335E-11,1.969296429421E-11,2.833104805783E-11,2.141135949945E-11,1.526531593202E-11,2.127096053671E-11
2192,2.189425525464E-11,2.293495642612E-11,1.740347584775E-11,1.745567835107E-11,1.94346402497E-11,1.961632975286E-11,2.825565419042E-11,2.13179567473E-11,1.524284030922E-11,2.118375830604E-11
2193,2.180812804566E-11,2.283698499737E-11,1.733646631773E-11,1.739679472299E-11,1.937882457651E-11,1.954031207748E-11,2.817939045658E-11,2.122495866229E-11,1.522088095755E-11,2.109689297739E-11
2194,2.172238703479E-11,2.273931960443E-11,1.727007087452E-11,1.733860509745E-11,1.932380460582E-11,1.946491703299E-11,2.810226912918E-11,2.11323816377E-11,1.519942719515E-11,2.10103762461E-11
2195,2.16370462487E-11,2.264197552353E-11,1.720429796389E-11,1.728111374916E-11,1.926957633854E-11,1.939015039991E-11,2.802430253151E-11,2.104024212262E-11,1.517846829705E-11,2.092421984672E-11
2196,2.15521197614E-11,2.254496808332E-11,1.713915605714E-11,1.722432496266E-11,1.921613575449E-11,1.931601797437E-11,2.794550303736E-11,2.094855662196E-11,1.515799349514E-11,2.083843555308E-11
2197,2.146762169428E-11,2.244831266485E-11,1.707465365105E-11,1.71682430322E-11,1.91634788123E-11,1.924252556817E-11,2.786588307103E-11,2.085734169658E-11,1.513799197812E-11,2.075303517832E-11
2198,2.13835662162E-11,2.235202470169E-11,1.701079926798E-11,1.711287226187E-11,1.911160144943E-11,1.916967900873E-11,2.778545510745E-11,2.076661396326E-11,1.511845289144E-11,2.066803057491E-11
2199,2.129996754347E-11,2.225611967995E-11,1.694760145585E-11,1.705821696552E-11,1.906049958211E-11,1.909748413915E-11,2.770423167222E-11,2.067639009487E-11,1.509936533723E-11,2.058343363473E-11
2200,2.121683994E-11,2.216061313836E-11,1.688506878817E-11,1.700428146682E-11,1.901016910535E-11,1.90259468182E-11,2.762222534163E-11,2.058668682032E-11,1.50807183743E-11,2.049925628908E-11
2201,2.113419771726E-11,2.206552066831E-11,1.682320986409E-11,1.695107009922E-11,1.89606058929E-11,1.895507292038E-11,2.753944874278E-11,2.049752092471E-11,1.506250101805E-11,2.041551050875E-11
2202,2.105205523438E-11,2.197085791394E-11,1.676203330841E-11,1.689858720603E-11,1.89118057972E-11,1.888486833587E-11,2.745591455362E-11,2.040890924936E-11,1.504470224041E-11,2.033220830406E-11
2203,2.097042689823E-11,2.187664057216E-11,1.67015477716E-11,1.684683714036E-11,1.886376464939E-11,1.88153389706E-11,2.737163550296E-11,2.032086869185E-11,1.502731096984E-11,2.024936172487E-11
2204,2.088932555572E-11,2.178288439272E-11,1.66417602521E-11,1.67958227398E-11,1.881647825924E-11,1.874649074623E-11,2.728662525614E-11,2.023341620612E-11,1.501031609122E-11,2.016698286068E-11
2205,2.080875765931E-11,2.168960517828E-11,1.658267105085E-11,1.674554073929E-11,1.876994241518E-11,1.867832960021E-11,2.720090107805E-11,2.01465688025E-11,1.499370644585E-11,2.008508384061E-11
2206,2.072872806954E-11,2.159681878447E-11,1.65242787833E-11,1.669598632781E-11,1.872415288422E-11,1.861086148572E-11,2.711448118788E-11,2.006034354781E-11,1.497747083135E-11,2.00036768335E-11
2207,2.064924165977E-11,2.150454111992E-11,1.646658205406E-11,1.664715467091E-11,1.867910541195E-11,1.854409237179E-11,2.702738387528E-11,1.997475756536E-11,1.496159800165E-11,1.992277404791E-11
2208,2.057030331626E-11,2.141278814636E-11,1.640957945694E-11,1.659904091071E-11,1.863479572251E-11,1.84780282432E-11,2.693962750042E-11,1.988982803508E-11,1.494607666693E-11,1.98423877322E-11
2209,2.04919179381E-11,2.132157587864E-11,1.635326957492E-11,1.655164016586E-11,1.859121951857E-11,1.841267510059E-11,2.685123049411E-11,1.980557219355E-11,1.493089549356E-11,1.976253017454E-11
2210,2.04140904373E-11,2.12309203848E-11,1.629765098009E-11,1.650494753151E-11,1.854837248127E-11,1.834803896042E-11,2.676221135784E-11,1.972200733405E-11,1.491604310405E-11,1.968321370296E-11
2211,2.033682573873E-11,2.114083778615E-11,1.624272223371E-11,1.645895807929E-11,1.850625027025E-11,1.828412585503E-11,2.667258866389E-11,1.96391486698E-11,1.4901508077E-11,1.960445068543E-11
2212,2.026012878021E-11,2.105134425729E-11,1.618848188613E-11,1.641366685728E-11,1.846484852357E-11,1.822094183259E-11,2.658238105539E-11,1.955700290807E-11,1.488727894705E-11,1.952625352985E-11
2213,2.018400451244E-11,2.096245602621E-11,1.613492847683E-11,1.636906888997E-11,1.842416285772E-11,1.815849295719E-11,2.649160724644E-11,1.947557463365E-11,1.487334420484E-11,1.944863468413E-11
2214,2.010845789908E-11,2.08741893743E-11,1.608206053435E-11,1.632515917823E-11,1.838418886756E-11,1.809678530881E-11,2.640028602214E-11,1.939486844181E-11,1.485969229695E-11,1.93716066362E-11
2215,2.003349391673E-11,2.078656063646E-11,1.602987657633E-11,1.628193269931E-11,1.834492212633E-11,1.803582498334E-11,2.630843623868E-11,1.931488893834E-11,1.484631162584E-11,1.929518191409E-11
2216,1.995911755495E-11,2.069958620112E-11,1.597837510945E-11,1.623938440677E-11,1.830635818559E-11,1.797561809261E-11,2.621607682348E-11,1.923564073955E-11,1.483319054982E-11,1.921937308597E-11
2217,1.988533381627E-11,2.061328251032E-11,1.592755462944E-11,1.619750923048E-11,1.826849257523E-11,1.791617076439E-11,2.61232267752E-11,1.915712847226E-11,1.482031738298E-11,1.914419276015E-11
2218,1.981214771619E-11,2.052766605973E-11,1.587741362107E-11,1.615630207659E-11,1.823132080339E-11,1.785748914242E-11,2.602990516384E-11,1.907935677384E-11,1.480768039514E-11,1.906965358517E-11
2219,1.973956428324E-11,2.044275339879E-11,1.582795055811E-11,1.611575782748E-11,1.81948383565E-11,1.779957938641E-11,2.593613113086E-11,1.900233029219E-11,1.479526781183E-11,1.899576824982E-11
2220,1.966758855893E-11,2.035856113066E-11,1.577916390335E-11,1.607587134174E-11,1.815904069919E-11,1.774244767208E-11,2.584192388921E-11,1.892605368578E-11,1.47830678142E-11,1.89225494832E-11
2221,1.95962255978E-11,2.027510377664E-11,1.573105210855E-11,1.603663745417E-11,1.812392236983E-11,1.768609848115E-11,2.574730272342E-11,1.885053162363E-11,1.477106900207E-11,1.88500082203E-11
2222,1.952548046743E-11,2.019238735357E-11,1.568361361444E-11,1.599805097571E-11,1.808947426055E-11,1.763052945908E-11,2.565228698974E-11,1.877576878533E-11,1.475926178645E-11,1.877814808552E-11
2223,1.945535824844E-11,2.011041575419E-11,1.563684685073E-11,1.596010669342E-11,1.805568631923E-11,1.757573652351E-11,2.555689611613E-11,1.870176986108E-11,1.474763700613E-11,1.870697087288E-11
2224,1.938586403452E-11,2.002919287901E-11,1.559075023606E-11,1.592279937048E-11,1.802254845227E-11,1.752171557108E-11,2.546114960241E-11,1.862853955162E-11,1.473618546533E-11,1.863647837716E-11
2225,1.931700293241E-11,1.994872263632E-11,1.554532217798E-11,1.588612374612E-11,1.799005052458E-11,1.746846247748E-11,2.53650670203E-11,1.855608256835E-11,1.472489793369E-11,1.856667239392E-11
2226,1.924878006197E-11,1.98690089422E-11,1.550056107298E-11,1.585007453563E-11,1.795818235953E-11,1.741597309738E-11,2.526866801355E-11,1.848440363323E-11,1.471376514624E-11,1.849755471945E-11
2227,1.918120055612E-11,1.979005572055E-11,1.545646530645E-11,1.58146464303E-11,1.792693373888E-11,1.73642432644E-11,2.517197229795E-11,1.841350747887E-11,1.470277780334E-11,1.842912715083E-11
2228,1.911426956092E-11,1.971186690304E-11,1.541303325265E-11,1.57798340974E-11,1.789629440271E-11,1.731326879112E-11,2.507499966149E-11,1.834339884849E-11,1.469192657065E-11,1.836139148588E-11
2229,1.904799223553E-11,1.963444642918E-11,1.53702632747E-11,1.574563218017E-11,1.786625404944E-11,1.726304546902E-11,2.497776996438E-11,1.827408249597E-11,1.468120207908E-11,1.82943495232E-11
2230,1.898237375226E-11,1.955779824627E-11,1.532815372461E-11,1.571203529777E-11,1.783680233573E-11,1.721356906846E-11,2.488030313916E-11,1.820556318582E-11,1.467059492479E-11,1.822800306211E-11
2231,1.891741929655E-11,1.948192630944E-11,1.528670294321E-11,1.567903804524E-11,1.780792887642E-11,1.716483533867E-11,2.478261919077E-11,1.813784569321E-11,1.466009566908E-11,1.816235390271E-11
2232,1.885313406703E-11,1.940683458166E-11,1.524590926015E-11,1.564663499351E-11,1.777962324453E-11,1.711684000772E-11,2.468473819665E-11,1.807093480397E-11,1.464969483842E-11,1.809740384585E-11
2233,1.878952327548E-11,1.933252703372E-11,1.520577099391E-11,1.561482068935E-11,1.775187497119E-11,1.706957878247E-11,2.45866803068E-11,1.800483531463E-11,1.463938292438E-11,1.803315469312E-11
2234,1.872659214687E-11,1.925900764426E-11,1.516628645175E-11,1.558358965531E-11,1.772467354556E-11,1.702304734857E-11,2.448846574386E-11,1.793955203239E-11,1.462915038357E-11,1.796960824687E-11
2235,1.866434591936E-11,1.918628039976E-11,1.512745392973E-11,1.555293638977E-11,1.769800841483E-11,1.697724137043E-11,2.439011480323E-11,1.787508977513E-11,1.461898763766E-11,1.790676631021E-11
2236,1.860278984434E-11,1.911434929457E-11,1.508927171266E-11,1.552285536681E-11,1.767186898414E-11,1.693215649119E-11,2.429164785308E-11,1.781145337145E-11,1.460888507326E-11,1.784463068695E-11
2237,1.854192918641E-11,1.904321833086E-11,1.505173807411E-11,1.549334103627E-11,1.764624461654E-11,1.688778833268E-11,2.419308533452E-11,1.774864766067E-11,1.459883304197E-11,1.778320318171E-11
